,Hour_1,Hour_2,Hour_3,Hour_4,Hour_5,Hour_6,Hour_7,Hour_8,Hour_9,Hour_10,Hour_11,Hour_12,Hour_13,Hour_14,Hour_15,Hour_16,Hour_17,Hour_18,Hour_19,Hour_20,Hour_21,Hour_22,Hour_23,Hour_24
58,63.24127532673021,81.3169527268969,114.5212191537199,124.68175895645057,163.3690215974413,153.73330859196057,149.42017792783955,129.6020523660224,131.1240080688072,130.47776074767023,67.31713129995651,50.22741560593772,79.20663646371031,65.02298615237325,59.69594663411385,58.44272547003352,102.86286534116772,138.70006668854208,132.45837763598263,78.52684665021975,89.65975139837228,38.16758597932517,56.19461690717685,55.648822857803445
275,51.23666912604628,64.55968459453628,65.97263749904036,29.528845739768776,57.496434568312864,40.77217286233805,58.522753449165485,89.68074227238571,66.96171669686636,46.60539375551609,33.47391161450103,30.89125762546183,27.653078228621226,56.32429425913218,100.33850730487882,102.96966269262504,131.7595344746641,175.2929723927323,176.92999263487164,160.5727049798421,122.96389132934726,121.57670747625114,108.46152302368785,106.97409004131944
383,85.13767010044108,74.55899053061148,99.19351494016232,87.3537483329681,104.30648852091716,146.0940354648659,138.65335634309,107.43607078275107,76.83794471946729,87.68806701052917,62.80177085204849,54.77067473742447,58.97423843121194,74.057395437191,95.27592353932737,112.65925491014674,116.12964679188272,132.85392774353463,135.35113420273586,111.13364800566052,111.495484705889,112.5842682900612,126.50051949597108,87.84511187619333
592,45.04079515310245,56.93096725691939,22.509488944609373,37.69968392475839,75.11483559896114,115.03962388679976,142.2622545514161,113.86180395265508,91.19854421235584,77.73196839279984,78.09611004795548,70.43486000700507,65.32279943953529,72.13914109376971,87.5298543337394,120.15945232788688,171.2561073868924,179.6821040195852,162.63154459795845,159.7771430767262,143.1332673837812,115.9839549793236,123.43104713785668,90.07613204035866
584,52.270600875016,19.623588569269387,-13.17625467253891,30.66148779102252,81.10053466058496,88.72159750824142,99.54801837508025,114.14671453547288,72.75059298902961,67.82974591319774,62.48611796753598,49.33361192317794,62.89740778078196,64.07323002398348,77.47720156221818,70.9102824266897,131.21278321278373,146.37676154823126,117.977526867288,84.81880874570797,79.21312668051931,96.3389243443242,96.10454483612337,78.68265225491494
509,55.736622185439856,74.51918597062092,65.8048456573244,60.74779156494856,133.67838464200605,163.727318611163,142.31439707014894,130.1416910971605,126.53861216043784,125.18180824690091,121.4514862658394,95.26775248220234,91.1747383645154,94.9198214610028,123.39325186407844,116.37989485291496,113.929539101601,155.42372855447448,144.68234150673447,93.5911299511725,101.17529228673376,86.18734441789414,101.11089986245324,81.43443057930243
317,9.188569341436988,22.078805660480192,38.90357653834327,34.93993865955121,46.629180423203394,78.83991478029506,75.81247696382803,73.45632366663042,50.61976738378472,38.20240764650147,7.349341921656688,12.64603643267104,-5.303811243709063,-5.960777012275003,79.87839727139803,84.77085219111186,89.27141997036654,145.1431274440162,89.26467773019186,105.89171501616246,85.32015325910761,79.33535423654472,87.10807448053032,73.51807897972812
220,59.55937778108186,98.69786478401636,80.44191754105168,97.2985187692575,97.39777454327329,131.92142216122238,140.6298748023247,133.31663507055663,112.09470446256724,89.83516520709313,59.18123080648792,69.73456402394653,67.81244468118284,100.66215059900838,91.29103003066776,92.2683519124366,78.05349594766678,114.52423741486167,93.4796146959399,56.26689763182421,66.1014001970756,42.40835378203708,47.50123507679782,62.83399970830243
342,56.84560198492069,53.246376646068,54.45735858894832,68.96215870524867,108.36800451515217,129.5183421944002,114.98870187998398,80.24075357767873,79.60195422851709,42.55175170849343,45.92092483532869,42.936788140773146,38.71868198699849,42.75364961637394,45.45886816193435,42.76797070061903,64.92748071216165,91.866541381917,81.06167692711549,87.01381892642009,45.06788808955719,74.85862994838504,78.52348458592601,70.7074797378738
466,94.56270084299577,99.85225862083136,105.52510622909912,127.17856205310254,136.83472027032488,168.60914444568766,172.05742710898153,163.9114203491927,169.5759683858846,167.09417439876177,119.5543736823438,84.58649558596015,78.72942536405455,94.71409294246772,124.37280621951112,123.8183963647408,144.2818786596262,191.8781571500033,159.94966285504373,124.45888059489064,135.05303237107614,124.30594283080852,156.13107523323868,118.03268536575244
