,Hour_1,Hour_2,Hour_3,Hour_4,Hour_5,Hour_6,Hour_7,Hour_8,Hour_9,Hour_10,Hour_11,Hour_12,Hour_13,Hour_14,Hour_15,Hour_16,Hour_17,Hour_18,Hour_19,Hour_20,Hour_21,Hour_22,Hour_23,Hour_24
0,105.04767486065847,69.83809459546157,48.91836090067341,92.96584460103571,91.8973856641735,110.21761478598825,94.82383318508802,67.4360905870792,6.108971770118437,30.7012973884464,15.328727060825894,21.44636962664667,24.02235354891645,-7.10277245676814,33.028429645155896,77.02231537551143,103.30218737240934,131.9739285749586,160.01531887191288,178.69274921711218,147.27332915263122,136.39708029590892,102.93367789424249,145.732300483033
1,38.348753776768916,39.94736991981234,42.626907815893155,25.1735679271101,17.035770815778328,78.56712495025364,63.81023383043029,67.19800776154284,40.90267635449398,80.37010704987159,63.37619614972038,52.6104925315985,26.135631228677873,6.1690067494864,11.58458683564259,65.35234778770011,144.03507396130533,160.55440618347873,164.73093437676192,120.53082251280325,80.13033128614614,75.66808503808781,151.05668132628634,126.13765047041136
2,65.84665895867356,50.611933573154346,61.93895312668698,80.87845497435649,111.35192963537958,132.0522327645049,111.69388535160496,66.50979904479244,-14.611545625997742,-31.490543704731074,5.048100839111598,6.038255697491813,21.494069186304642,81.80301695649263,86.58746708791847,111.47878118099716,178.43969427238818,158.38275794014575,162.24193624070114,149.43729292866996,185.89104244350426,146.74425973417104,161.86114837679338,172.9796134282725
3,128.17482981449615,107.08034280797594,82.83892108580531,104.41952588350513,64.8132844820002,91.26218806636051,38.281387710093405,-9.058130768077156,-24.27725534329425,-0.6640938672177903,-12.703480926165398,17.416127352059135,23.014708799173977,11.702536679719994,51.29473964466264,65.82700899535098,107.129082018572,284.7225009105914,216.62297078844665,145.11251066012548,153.27716859904604,121.85121161713718,128.6605556421028,141.21527028704
4,58.652581706993146,91.58908641891006,54.289499945234965,79.23671006952503,37.59558226459296,92.52630091112677,56.63779560076839,41.892737997588604,9.724434098809402,-27.090509728818482,10.981959701041788,65.85681574104048,62.669088822142044,17.328704237128317,54.11516254485615,59.90290207042837,95.02019851387135,153.95510096771616,159.75176070963104,100.49875390850774,108.26690340553134,93.45478046724821,143.6169316496579,136.62025982187856
5,106.51579116599589,83.52670499570341,96.28714788838838,124.61416150145911,114.76766629890257,125.79407116375106,104.58338667194667,96.2905110020254,51.04984550976995,70.6783367520089,93.67935501675652,88.17490762249989,47.96102149638047,96.88588493078305,111.471073160081,168.99043548422566,182.9247360963606,188.65091526038572,218.93729406674652,195.6379110478154,176.23893451697538,158.05453988089383,184.89038469040725,166.4075272633611
6,91.12584105369405,98.72809022088552,55.88411671819454,70.50160996108109,91.00423875792939,138.165927355576,106.65123992084858,48.21190607104411,6.073282314203414,-49.22366653994546,-7.9544347250104295,21.341354033904036,11.209914697630232,46.74258071214092,44.49713369328988,87.44792272570366,71.55672164275313,120.12535738196893,147.34630215714108,101.7169926877566,138.71055955161484,130.46579867406888,146.48722808446794,152.87563109991947
7,39.011818166696784,56.77111793799456,29.54931788945496,59.76440238150981,40.98552007889549,74.51211530650554,73.59668737584306,48.60041166316043,-6.154993683075016,11.13623239510985,-9.013117662021706,32.36423943398064,26.71703021537506,50.91507290474537,68.7201079940159,102.64986715162657,146.4131135102209,112.49031944300137,113.76449941490236,104.58158248903894,110.82156783036814,91.72924563021743,124.39384780573903,107.59662395017759
8,95.21287265503584,104.63846545228328,112.74059838017291,114.99505961301595,81.76723087544175,83.65858198387136,83.16009505779553,71.57696921379915,41.76332054893681,21.94849058627584,6.726772219439816,41.82982936278026,35.69337420883639,6.310463576416467,22.739025617449894,81.7684058593899,89.95821337048102,112.0866346690386,70.59058481087257,119.14446605990747,89.37510747335193,103.93449057470411,99.50834318617595,114.80511042649606
9,75.22183933223924,69.34395287134488,33.407695668367936,31.593455103809397,16.792245781863187,66.35255120095964,45.2751361527488,46.52346580838879,12.569327496057486,-3.602837317226424,12.091139914118678,54.89582909256814,30.99122680164505,45.51130130826152,52.97374999230352,116.63294778882312,171.80170226961417,187.80967584269254,164.2103258555193,141.42815684897727,133.62127514290918,108.3359720948852,78.66376094286508,102.82092842338693
10,73.90924543464175,79.7296174840472,67.96312041049201,120.28424552576891,66.95720721487814,108.29190825626458,78.34975053654992,81.50924643210321,37.97934345384492,30.94112217647839,27.00715512470719,67.81776280014192,73.64081869746391,40.84880251527432,61.23364104149397,97.25433421737482,152.06600281028904,168.01161029651212,198.71218815851088,149.87865244181597,133.34588977375626,165.85446983191366,171.64224969616043,192.06820461249472
11,70.25851131318882,69.73687470370702,55.374664267200615,137.56863709309508,95.08970489269271,87.20712495907878,68.17453917918554,17.16988010944212,-35.87400928785627,-16.735666275918604,8.126015062880601,31.995490443158264,19.59742626684352,-16.26898752834288,0.9675783262293365,48.856923741647705,82.50541762437955,122.14274324357255,89.05331285118562,89.53585270934367,132.11699043393526,106.64920929357422,129.77289234647554,131.0088834786452
